,0
0,-1361.6353627201875
1,-1739.1716134498247
2,-1067.5910708231072
3,-1584.5657032737126
4,-1917.2685929680324
5,-2375.8322970362688
6,-2523.0102674459504
7,-2051.112784695974
8,-538.1117495286649
9,1252.419683151512
10,2027.4604534124974
11,1726.0426353340154
12,629.1359790247384
13,3282.1996064324157
14,5257.765569193706
15,5312.140927410307
16,6388.202136409736
17,5830.541863715619
18,5432.123532699042
19,5173.518354297987
20,3925.5304358350704
21,2769.948231634549
22,2979.012755441244
23,2180.2697419683573
24,1012.3338705039032
25,1182.5377144178456
26,979.6349148644613
27,1601.3668857036337
28,1633.4087268058902
29,474.98374358108595
30,186.3877466524409
31,-1868.3150672059128
32,-4362.2184832700605
33,-7124.002649850764
34,-5909.436285261548
35,-3298.3812998290414
36,-2492.2451052588553
37,2771.7441889255847
38,494.62190302791805
39,2110.326096594723
40,2667.5928530757446
41,2169.463287705903
42,3860.766791180004
43,6007.518816217831
44,5699.814495509598
45,5636.477439294192
46,6249.092328516582
47,6110.305282742065
48,4821.12055323407
49,5321.497856784485
50,5675.147984220228
51,6455.633818146245
52,5597.451751266501
53,4768.034674199396
54,2568.3461519365146
55,-1122.9711398508625
56,-2806.2190419832377
57,-4277.210628613402
58,-4569.341856341154
59,-1793.6939612034826
60,-1275.8126621251542
61,2503.3058218961323
62,1554.1150605130906
63,301.73628603505404
64,1792.7379021893946
65,2205.918772859385
66,4193.85569462339
67,6235.570399098025
68,4816.090602349431
69,4149.428757053689
70,4494.64008477549
71,2157.264634056811
72,89.2720394428161
73,891.0454968275562
74,879.4511032391529
75,571.326112750301
76,679.6806444931917
77,-513.1900414550437
78,-1726.6370967084513
79,68.82739855554928
80,2300.288532849847
81,9838.35652617919
82,10930.434496725098
83,7588.343904747362
84,9213.52258628486
85,5952.898243227737
86,11164.687073574749
87,10820.04718045746
88,10021.128506827687
89,10034.454650569241
90,9022.710687137169
91,7725.071248911987
92,5829.297266289963
93,3248.0752566740475
94,666.1664224288907
95,2235.41202329041
96,-363.6193039598795
97,-1420.5933631530488
98,-76.76051341008326
99,683.1733541822272
100,-268.3186696317228
101,-888.370542871409
102,-877.451929495611
103,-234.17529189426386
104,3141.9912962087747
105,7606.432459230463
106,7976.765368504297
107,7974.724008779996
108,6824.308520263857
109,9998.466323397392
110,12136.094410181713
111,10751.190626125912
112,10247.037432243349
113,9806.675444459474
114,8640.288908421215
115,8959.041546632103
116,7023.085695938517
117,4834.6263217794185
118,4241.42846924618
119,3610.610883793105
120,1347.5848682973983
121,978.0715918027078
122,1758.2161691715132
123,2403.2965390778986
124,1781.085990798815
125,980.9056064057368
126,1175.0890583979763
127,2525.0146712416863
128,7182.111814759939
129,11378.884548834496
130,13038.750084391586
131,13035.170642909161
132,12651.442036641743
133,13052.022595130758
134,13018.465038549348
135,11624.511814666012
136,10201.827621322629
137,7200.99841400629
138,4567.297380641056
139,5314.985640942461
140,3888.167927489433
141,2112.19672423317
142,2028.5911712396105
143,1388.3798595363676
144,-462.19190319453946
145,-756.0364378514121
146,-152.59964495741133
147,235.7171027836523
148,-34.09916813033078
149,-578.6286709885976
150,-942.6002710050861
151,903.1036133739208
152,5093.736449436751
153,7992.362901555117
154,8923.529913733166
155,9917.21397110186
156,7433.992833535616
157,10103.862118216442
158,11704.202019260341
159,10844.486493321821
160,8669.262204602699
161,6164.124742717317
162,5815.589657693858
163,5225.497748421687
164,3560.2036626058602
165,1980.061529448654
166,1534.999313463691
167,1039.420768320877
168,-621.8152594731023
169,-483.6209826531511
170,286.39677557944094
171,598.0473834133493
172,344.6231183646659
173,-145.00486954053122
174,69.04414058419263
175,1979.094516807306
176,5765.2327063123275
177,9189.561366225205
178,10541.00653884015
179,9553.957479036406
180,7419.39176516003
181,10687.785560355536
182,9637.995667117482
183,8369.729351609698
184,8597.550651973388
185,6018.537615066837
186,4121.302038823964
187,5552.791854595613
188,3733.372943536196
189,3042.260932440127
190,3758.687681157596
191,3760.0541709377267
